docType,title,id,url,authority,programOwner,shortDesc,desc,policyFramework,category,region,topic,service,commodity,clientType,programStatus,createdDate,modifiedDate,publishedDate,desc_new
program,Angular Leafspot of Strawberry,NBAAF-166-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/small_fruits/angular_leafspot.html,Provincial,NBAAF,Angular Leafspot of Strawberry is discussed.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-12,2020-05-20,2020-05-20,Angular Leafspot of Strawberry is discussed.
program,Fruit Bronzing of Strawberry,NBAAF-167-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/small_fruits/fruit_bronzing.html,Provincial,NBAAF,Information on fruit bronzing of strawberries.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-25,2020-05-25,Information on fruit bronzing of strawberries.
program,Nematodes in Strawberry and Raspberry Production,NBAAF-168-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/small_fruits/nematodes.html,Provincial,NBAAF,Information on nematodes in strawberry and raspberry production.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-12,2020-05-25,2020-05-25,Information on nematodes in strawberry and raspberry production.
program,Strawberry Pest Identification,NBAAF-169-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/small_fruits/strawberry_pest.html,Provincial,NBAAF,Information on strawberry pest identification.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-25,2020-05-25,Information on strawberry pest identification.
program,Twospotted Spider Mite,NBAAF-170-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/small_fruits/twospotted_spidermite.html,Provincial,NBAAF,Information on the tospotted spider mite.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-25,2020-05-25,Information on the tospotted spider mite.
program,Vegetables,NBAAF-171-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/vegetables.html,Provincial,NBAAF,Information on vegetable production in New Brunswick.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-13,2020-05-25,2020-05-25,Information on vegetable production in New Brunswick.
program,Wild Blueberries,NBAAF-174-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/wild_blueberries.html,Provincial,NBAAF,Information on the wild blueberry industry in New Brunswick. ,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-13,2020-05-21,2020-05-21,Information on the wild blueberry industry in New Brunswick. 
program,Windbreak Technology for Wild Blueberry Fields,NBAAF-175-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/wild_blueberries/windbreak_technology.html,Provincial,NBAAF,Information on windbreak technology for wild blueberry fields.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-13,2020-05-21,2020-05-21,Information on windbreak technology for wild blueberry fields.
program,Producing High Quality Wild Blueberry Fruit,NBAAF-176-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/wild_blueberries/high_quality_fruit.html,Provincial,NBAAF,Information on producing high quality wild blueberry fruit.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-13,2020-05-25,2020-05-25,Information on producing high quality wild blueberry fruit.
program,Pollination of Wild Blueberries,NBAAF-177-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/wild_blueberries/pollination.html,Provincial,NBAAF,Information on the pollination of wild blueberries.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,BeesApiculture,NonprofitCommunityOrganizations,open,2018-07-13,2020-05-25,2020-05-25,Information on the pollination of wild blueberries.
program,Determining Percent Fruit Set in Wild Blueberry Fields,NBAAF-178-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/wild_blueberries/determining_percent_fruit_set.html,Provincial,NBAAF,Percent fruit set refers to the percentage of blossoms which end up forming fruits.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-13,2020-05-25,2020-05-25,Percent fruit set refers to the percentage of blossoms which end up forming fruits.
program,Bees,NBAAF-179-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/bees.html,Provincial,NBAAF,Information on bees in New Brunswick.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,BeesApiculture,NonprofitCommunityOrganizations,open,2018-07-13,2020-05-25,2020-05-25,Information on bees in New Brunswick.
program,Protecting Honey Bee Hives in Wild Blueberry Fields,NBAAF-180-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/bees/protecting.html,Provincial,NBAAF,Information on how to protect bee hives.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,BeesApiculture,NonprofitCommunityOrganizations,open,2018-07-13,2020-05-25,2020-05-25,Information on how to protect bee hives.
program,Alfalfa Leafcutter Bees for the Pollination of Wild Blueberries,NBAAF-181-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/bees/alfalfa_leafcutterbees.html,Provincial,NBAAF,Information on alfalfa leafcutter bees for the pollination of wild blueberries.,None,NotApplicable,GuidesInformation,NewBrunswick,BasicAppliedResearch,ResearchResults,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-13,2020-05-25,2020-05-25,Information on alfalfa leafcutter bees for the pollination of wild blueberries.
program,Hive Strength and Blueberry Pollination,NBAAF-182-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/bees/pollination.html,Provincial,NBAAF,"The effectiveness of pollination relies not only on the number of honeybee colonies placed in a field, but also on the strength of each of those colonies.",None,NotApplicable,Research,NewBrunswick,BasicAppliedResearch,ResearchResults,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-13,2020-05-25,2020-05-25,"The effectiveness of pollination relies not only on the number of honeybee colonies placed in a field, but also on the strength of each of those colonies."
program,Managing Honeybee Hives for the Pollination of Wild Blueberries,NBAAF-183-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/bees/managing.html,Provincial,NBAAF,The pollination of wild blueberry flowers is the last step before fruit formation.,None,NotApplicable,Research,NewBrunswick,BasicAppliedResearch,ResearchResults,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-13,2020-05-25,2020-05-25,The pollination of wild blueberry flowers is the last step before fruit formation.
program,Native Bees that Pollinate Wild Blueberries,NBAAF-184-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/bees/native_bees.html,Provincial,NBAAF,Information on native bees that pollinate wild blueberries,None,NotApplicable,Research,NewBrunswick,BasicAppliedResearch,ResearchResults,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-13,2020-05-25,2020-05-25,Information on native bees that pollinate wild blueberries
program,Cattle,NBAAF-185-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/livestock/cattle.html,Provincial,NBAAF,Information on dairy production in New Brunswick.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,Livestock,NonprofitCommunityOrganizations,open,2018-07-13,2020-06-01,2020-06-01,Information on dairy production in New Brunswick.
program,Typical Nutrient Levels In New Brunswick Forages,NBAAF-186-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/livestock/cattle/forages.html,Provincial,NBAAF,Information on typical nutrient levels in New Brunswick forages.,None,NotApplicable,GuidesInformation,NewBrunswick,LandPurchaseLeasingAccess,LandInfrastructure,Livestock,NonprofitCommunityOrganizations,open,2018-07-13,2020-06-01,2020-06-01,Information on typical nutrient levels in New Brunswick forages.
program,Full-fat Soybeans for Livestock,NBAAF-187-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/livestock/cattle/soybeans.html,Provincial,NBAAF,Information on full-fat soybeans for livestock.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,Livestock,NonprofitCommunityOrganizations,open,2018-07-13,2020-06-01,2020-06-01,Information on full-fat soybeans for livestock.
program,Livestock Watering Systems for Pasture,NBAAF-188-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/livestock/cattle/pasture.html,Provincial,NBAAF,Information on livestock watering systems for pasture.,None,NotApplicable,GuidesInformation,NewBrunswick,LandPurchaseLeasingAccess,LandInfrastructure,Livestock,NonprofitCommunityOrganizations,open,2018-07-13,2020-06-01,2020-06-01,Information on livestock watering systems for pasture.
program,Feed Analysis Values - Explanation of Terms,NBAAF-189-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/livestock/cattle/feed.html,Provincial,NBAAF,Information on feed analysis values - explanation of terms.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,Livestock,NonprofitCommunityOrganizations,open,2018-07-13,2020-06-01,2020-06-01,Information on feed analysis values - explanation of terms.
program,Nutrient Composition Survey and Energy Value of New Brunswick Barley to Lactating Dairy Cows,NBAAF-190-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/livestock/cattle/barley.html,Provincial,NBAAF,Information on nutrient composition survey and energy value of New Brunswick barley to lactating dairy cows.,None,NotApplicable,Research,NewBrunswick,BasicAppliedResearch,ResearchResults,Livestock,NonprofitCommunityOrganizations,open,2018-07-13,2020-06-01,2020-06-01,Information on nutrient composition survey and energy value of New Brunswick barley to lactating dairy cows.
program,Milk Fat Test,NBAAF-191-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/livestock/cattle/milk.html,Provincial,NBAAF,Information on milk fat testing in New Brunswick. ,None,NotApplicable,GuidesInformation,NewBrunswick,BasicAppliedResearch,ResearchResults,Livestock,IndustryAssociationsFarmingOrganizations,open,2018-07-13,2020-06-01,2020-06-01,Information on milk fat testing in New Brunswick. 
program,Hydrotherapy System for Dairy Cows (Aquacow),NBAAF-192-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/livestock/cattle/hydrotherapy.html,Provincial,NBAAF,Information on hydrotherapy system for dairy cows. ,None,NotApplicable,Research,NewBrunswick,BasicAppliedResearch,ResearchResults,Livestock,IndustryAssociationsFarmingOrganizations,open,2018-07-13,2020-06-01,2020-06-01,Information on hydrotherapy system for dairy cows. 
program,Treatment of Milkhouse Effluent,NBAAF-193-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/livestock/cattle/milkhouse.html,Provincial,NBAAF,Milkhouse effluent can present a pollution problem if it is released without proper treatment to surface and/or ground water.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,Livestock,IndustryAssociationsFarmingOrganizations,open,2018-07-13,2020-06-01,2020-06-01,Milkhouse effluent can present a pollution problem if it is released without proper treatment to surface and/or ground water.
program,Total Mixed Rations for Dairy Cattle,NBAAF-194-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/livestock/cattle/rations.html,Provincial,NBAAF,Information on total mixed rations for dairy cattle.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,Livestock,IndustryAssociationsFarmingOrganizations,open,2018-07-13,2020-06-01,2020-06-01,Information on total mixed rations for dairy cattle.
program,Protein Test - Nutritional Effects on Milk Composition,NBAAF-195-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/livestock/cattle/protein_test.html,Provincial,NBAAF,Information on milk protein testing in New Brunswick.,None,NotApplicable,Research,NewBrunswick,BasicAppliedResearch,ResearchResults,DairyProducts,IndustryAssociationsFarmingOrganizations,open,2018-07-13,2020-06-01,2020-06-01,Information on milk protein testing in New Brunswick.
